market_id,condition_id,event_id,event_title,question,category,liquidity,volume,best_bid_yes,best_ask_yes,mid_price_yes,implied_probability_pct,spread,market_status,end_date,fetched_at
2221577,0x1bbdf1158799dbf43656359160a16e84bfd96cecc9470dc7a20e626cbaf4a73f,470103,"Hyperliquid Up or Down - May 11, 6:35AM-6:40AM ET","Hyperliquid Up or Down - May 11, 6:35AM-6:40AM ET",,0.0,0.0,,,,,,,2026-05-11T10:40:00Z,2026-05-10T10:47:13.315032+00:00
